"max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
5,32,16,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
5,32,32,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
5,32,64,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
5,64,16,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
5,64,32,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
5,64,64,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
10,32,16,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
10,32,32,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
10,32,64,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
10,64,16,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
10,64,32,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
10,64,64,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
50,32,16,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
50,32,32,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
50,32,64,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
50,64,16,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
50,64,32,0.297847584010723,0.983022989349977,0.2,0.991434548879588,0.585909862989496,0.585909862989496,0.2,0.738893171973902
50,64,64,0.292537264719374,0.850094651070508,0.201931665321496,0.841067865693118,0.587851610562311,0.508913002845932,0.207634509669885,0.669676351534055
