"max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
5,32,16,0.218521140999473,0.997882915592088,0.21926683364699,0.654667160451676,0.592520539081768,0.614234952099473,0.21927501623132,0.507011586100537
5,32,32,0.213002907631217,0.997284193409868,0.21375032558494,0.801383278262301,0.590610827832659,0.520374797366029,0.213756782863064,0.611372979064709
5,32,64,0.220633315774251,0.997882918549097,0.221379009360073,0.661486831312222,0.593914388694372,0.562214765068182,0.221387191006098,0.513965484137453
5,64,16,0.229406294733276,0.998089498532564,0.230149967071852,0.632740838476205,0.597504424651659,0.625517696333541,0.230160169965123,0.497799368935163
5,64,32,0.22563855983909,0.998088331856723,0.226381809317286,0.618639325904679,0.595294476764498,0.612287671416971,0.226392435070937,0.483695371060132
5,64,64,0.224396221592316,0.998090055883681,0.225140119025569,0.613888289512429,0.595020497790139,0.614295153113402,0.225150096824162,0.479559715962957
10,32,16,0.224691222576148,0.997881024179791,0.225436242744891,0.680983743969625,0.595845057814468,0.623778037207377,0.225445097807994,0.532819320891234
10,32,32,0.224203957902836,0.998092921761812,0.22494897807158,0.611950193702134,0.595573372394205,0.659416441740224,0.224957833134683,0.478750950469178
10,32,64,0.228537398062904,0.998089490336797,0.229281073520575,0.629571625155293,0.597233499173265,0.630306384293273,0.229291273294751,0.495352732795212
10,64,16,0.224773832541706,0.99809462403288,0.225519520946052,0.614368456453507,0.596125490179332,0.628087126464744,0.225527707773552,0.481382639672285
10,64,32,0.229006686804906,0.998095136082039,0.229752575088383,0.630682201147789,0.598612832637031,0.656604786368401,0.229760562036753,0.498009810724814
10,64,64,0.225930664481176,0.998091790668044,0.226675236455583,0.619543547625312,0.596122449262075,0.629947765113876,0.226684539713022,0.485922573205501
50,32,16,0.213490851920637,0.997625154020522,0.214238722439932,0.704901272842745,0.590888986617778,0.550110374287936,0.214244727152484,0.540503534992237
50,32,32,0.223825694598003,0.9980894578235,0.224569367993293,0.61146917952849,0.59446610748806,0.591868061365847,0.22457956982985,0.476780944223681
50,32,64,0.228437698087924,0.998093476625447,0.229182930807604,0.627752421484059,0.598060715914697,0.625220087411687,0.229191573319771,0.494566736535538
50,64,16,0.223830526764069,0.99809455422149,0.224576196191058,0.610930191709629,0.595571858756328,0.631416261084834,0.224584401995916,0.478316491872406
50,64,32,0.225929544032996,0.998091203291113,0.22667388229832,0.619542110057693,0.596121681924564,0.633168323619393,0.226683419264843,0.486020974259485
50,64,64,0.224500753733362,0.998091176294199,0.225245089936305,0.614549604964183,0.595296749281449,0.625861147434274,0.225254628965208,0.480633900374967
