"max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
5,32,16,0.270417500046256,0.999936428512979,0.270463001368379,0.372189783403571,0.503341030977308,0.287022406539181,0.270467857073405,0.270022136945273
5,32,32,0.308972148750331,0.99993759313791,0.309018573445896,0.426418715862391,0.531230495129848,0.3260847604298,0.30902250577748,0.312811641458368
5,32,64,0.302436086259298,0.999934903673998,0.30248254925184,0.432784106174212,0.524973696970117,0.321050846009372,0.302486443286448,0.3132586244037
5,64,16,0.315478249527698,0.99994947386106,0.315510618888224,0.451848324690936,0.525116538776165,0.343214077535189,0.315503421602856,0.319016442602338
5,64,32,0.272473814724503,0.999948838671773,0.272507533234743,0.409666188346749,0.511678715606882,0.30035416235202,0.272498986799661,0.302275999388077
5,64,64,0.324364173786528,0.999957834010164,0.324396449667348,0.412140885242141,0.530088939412269,0.342339577653482,0.324389361708753,0.295755814702121
10,32,16,0.291354120188496,0.999935632340077,0.291401157807103,0.412194311734934,0.523132159009255,0.314802358416293,0.291404477215646,0.296690599307245
10,32,32,0.351235470422792,0.999943514677776,0.351282372339191,0.440016833574354,0.548391274926929,0.340169961184271,0.351285827449942,0.317971650646089
10,32,64,0.283784033379405,0.999934313959736,0.283830061161473,0.399856910689352,0.514682563336335,0.275903648163305,0.283834390406555,0.28969515142838
10,64,16,0.29854017422652,0.99992266532873,0.298585920196887,0.494864248045288,0.525460388416672,0.340793332702091,0.29859053125367,0.356225580301236
10,64,32,0.285857548214476,0.999928884629537,0.285904604657555,0.447939549915524,0.527369581265816,0.350817617213801,0.285907905241625,0.325253960835612
10,64,64,0.290423648216763,0.999935663529895,0.290470709619692,0.407777677758433,0.522081711707988,0.322232159160022,0.290474005243913,0.296842924459256
50,32,16,0.242974197901252,0.999930082266765,0.243022116839594,0.372304931765458,0.509958533861092,0.300811520077131,0.243024554928401,0.274995529918943
50,32,32,0.297964852721351,0.999942078419298,0.298010635391869,0.372528009817741,0.516854723177833,0.29002463286393,0.298015209748501,0.271116197747228
50,32,64,0.268513044675005,0.999931851825682,0.268559691699638,0.399843822645328,0.508955843605831,0.314752453167009,0.268563401702154,0.295748813581505
50,64,16,0.296460604619424,0.999935544749295,0.296507567956327,0.419439694020926,0.526054231024476,0.294567572707904,0.296510961646573,0.304226554525945
50,64,32,0.274314393860976,0.999934332465831,0.274360434531105,0.381153557785551,0.510772792171488,0.268111802958745,0.274364750888125,0.273442936112037
50,64,64,0.30141414354652,0.999935667774012,0.301461201987338,0.413903067160081,0.52935424494863,0.328748439798759,0.301464500573669,0.299431880390721
