"max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
5,32,16,0.362459594927778,0.999961880454095,0.362489221048349,0.495065733763428,0.575117256988112,0.364662848016757,0.362490999991389,0.378266644566722
5,32,32,0.307143292080756,0.999960007757284,0.307172865868882,0.430899726456835,0.5465590769024,0.329290553467674,0.307174697144367,0.323926994598405
5,32,64,0.319821354951282,0.999961353015903,0.319850561952186,0.435220477713138,0.548899513146168,0.309929269772049,0.319852760014893,0.3252064938509
5,64,16,0.346674908626682,0.999959794594976,0.346704322706319,0.488891665158898,0.561506225190016,0.365241387516401,0.346706313690293,0.364265246183256
5,64,32,0.343390505553212,0.999960219798332,0.343420257913396,0.493793137626637,0.564227364871674,0.401772163003106,0.343421910616823,0.377753518264567
5,64,64,0.291795005503572,0.999955071370835,0.291824090109785,0.453251340284668,0.530851533417159,0.34533596383696,0.291826410567183,0.329025333498314
10,32,16,0.338673587997523,0.999960097511895,0.338703239694822,0.482356767613896,0.567160900679367,0.350137791958813,0.338704993061134,0.369929503929498
10,32,32,0.34224382863214,0.999960224748907,0.342273584936693,0.485077924033381,0.567235802144253,0.36593638057222,0.342275233695751,0.366144404147172
10,32,64,0.361227700871783,0.999955900202978,0.361257354605099,0.566073056840119,0.574003255338157,0.399138566716734,0.361259105935394,0.431644746820574
10,64,16,0.336528704451187,0.999960235677185,0.336558464709403,0.471148151603432,0.566701382564612,0.364508305664826,0.336560109514798,0.361846471224228
10,64,32,0.330452471841257,0.999959929088925,0.330481986452083,0.466422184523585,0.561791005177918,0.303646050517839,0.330483876904868,0.349681841062384
10,64,64,0.343380189540099,0.999961886330851,0.343409830488435,0.460105053461494,0.561239867597076,0.397958604494956,0.34341159460371,0.344803380356461
50,32,16,0.336761487211625,0.999962030559939,0.336791241543374,0.458370685850525,0.560264561881638,0.34719116501306,0.336792892275236,0.341017089102415
50,32,32,0.340345194444102,0.999960056975955,0.340374813658465,0.481849065498751,0.563987949964179,0.356503891761338,0.340376599507713,0.359141051834711
50,32,64,0.34969028768412,0.999963673157148,0.349720035114308,0.450733540339497,0.570016934912266,0.34693470047355,0.349721692747731,0.341809063374913
50,64,16,0.337467028962307,0.999959805739478,0.337496451917549,0.474401791894524,0.562826027716166,0.340121751368329,0.337498434025919,0.359782771265681
50,64,32,0.334089524074532,0.99996202932931,0.334119277420344,0.443804176083752,0.566390887408726,0.323703355694941,0.334120929138143,0.32844434118877
50,64,64,0.345336499000771,0.99996202696763,0.345366250372539,0.469826780706076,0.566090678477338,0.37603087964126,0.345367904064382,0.359184255655267
