"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.69066529589553,0.932178587742789,0.533733186545891,0.65278399605397,0.668327880607718,0.911098564478347,0.53784810443706,0.615850029690052
