"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.962995747696011,0.999230159343422,0.960150065072922,0.978843493657473,0.963124635862502,0.983252112392917,0.957090665959624,0.968731066478214
