"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.978276139501281,0.995816010191782,0.981617995836091,0.9884771197333,0.987915733822458,0.99434402945818,0.981624762701434,0.987722479532588
