"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.596669515276488,0.648523643352377,0.200103802459956,0.494383057159572,0.18796856730174,0.201355855477111,0.199672325042604,0.159811503400915
