"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.944001896409259,0.995857929209898,0.941128020870518,0.966249239779027,0.907890363210047,0.934973285867686,0.941136140533397,0.92958975130998
