"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.612202542076232,0.949302483927039,0.248849357616829,0.690511491788899,0.462411445078754,0.716941730950566,0.252414685006574,0.510577765039289
