"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.633752497600227,0.591989687146864,0.32936720215561,0.374691382747908,0.533649826018936,0.894200799608355,0.334892640733193,0.321775209844874
