"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.602309059318709,0.375786107185275,0.199681174375805,0.326057415012019,0.410415452875006,0.203851954034133,0.199148433468567,0.199215496307387
