"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.601894506802839,0.945918389483047,0.2,0.972207667696012,0.414120542973417,0.414120542973417,0.2,0.585693412108506
