"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.59941982837421,0.952308038448558,0.198643824341545,0.332903334700281,0.410913370405972,0.154094570736308,0.19865236770371,0.195286215014738
