"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.602455125333809,0.565253586453832,0.200207532512093,0.489682592182247,0.412696982529485,0.199272441534962,0.200187509004357,0.300978997411836
