"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.98938596434689,0.996069644412398,0.993182361208142,0.994583196462761,0.991791831475758,0.991538712001472,0.993191076320111,0.99235239463672
