"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.600981899269982,0.999942316150757,0.199987278689326,0.333402659225708,0.414404159010442,0.278887036140546,0.199986887496564,0.195464783787828
