"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.713192897223598,0.990498919830075,0.557570198723446,0.691269191195712,0.681400027512209,0.909344092101623,0.559991977347333,0.639287452876316
