"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.60336534804382,0.477908689248895,0.199445005045409,0.488041123719093,0.408847124774285,0.14616859143684,0.197619348690107,0.291798735327252
