"G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
0.603368604900953,0.477446734042088,0.199711769415532,0.488119066522045,0.411494438899828,0.243503329032634,0.198720486504305,0.295281906878426
